title,ingredients,instructions,total_time,yields,site,image
Italian Cheese Stuffed Burgers,,"['FOR THE BURGERS', 'In a small bowl mix together the cracker crumbs, parmesan cheese and Italian seasoning.', 'In a large bowl add the ground beef, half the cracker mixture and the egg, mix well together.', 'Form 8 patties, in the middle of a patty add a quarter of the shredded mozzarella, cover with another patty and form into a burger shape, continue until all the patties are formed, makes 4 large hamburgers. Dredge each patty in left the over cracker crumb mixture and place on a clean plate.', 'Lightly oil the grill, bbq or skillet and cook until done, the internal temperature should be 160F/71C. Top with extra grated mozzarella and tomato topping. Serve immediately. Enjoy!', 'TOMATO TOPPING', 'In a small bowl combine chopped tomatoes, chopped basil, oregano, salt and olive oil mix well.']",35,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2015/07/stuffed-burgers-sm-1-of-1.jpg
Easy Cheesy Asparagus Quiche,,"['Pre-heat oven to 350F (180C)', 'TO CLEAN THE ASPARAGUS', 'If you buy really thick asparagus then you might want to peel the outside woody part with a potato peeler. Snap off the tough base of each spear, this is usually around the bottom third of the spear, where the stem starts to turn tender. Keep only the tender part. Be sure to leave 4-5 spears whole for the top of the quiche, this is optional.', 'Cut the spears into ¼ inch pieces, then boil or steam asparagus in a large skillet or pan over medium heat for approximately 10 minutes. Drain and set aside. The whole pieces can be left raw.', 'In a 10 inch (26 cm) pie plate, place the pre made (or homemade) pie pastry evenly in the plate, trim any excess dough and crimp the edges, brush with the melted butter, and spread the steamed asparagus on top.', 'In a medium bowl, whisk together the eggs, cream, milk, salt and pepper stir in grated cheese.', 'Pour the egg mixture over the asparagus.', 'Bake for 15 minutes then turn oven down to 325F (160C) continue to bake for approximately 30 - 40 minutes. Quiche will be cooked when a knife inserted comes out clean. Let stand 5-10 minutes before serving. Enjoy!']",65,8 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2018/01/asparagus-quiche-sm-1-of-1.jpg
Italian Baked Trout,,"['Pre-heat oven to 375F (190C). Drizzle a tablespoon of olive oil on a large baking pan.', 'Sprinkle the salt on and in each fish. Place the following ingredients in the order listed in the cavity of the fish. One tablespoon of olive oil, 2 or 3 halves garlic cloves, 5 sprigs of parsley and 1-2 sprigs of rosemary.', 'Place the fish (if making more than one whole fish, then the fish can be touching but not on top of each other) on prepared baking pan drizzle the fish with a little olive oil. Place the small potatoes around the fish.', 'Bake for approximately 30-40 minutes, depending on the size (check with an instant read thermometer temp. 145°F (62C)). Let sit 5 minutes and then remove skin and bones , place clean meat on a plate and serve with fresh lemon and olive oil if desired. When serving always be careful of the bones.', 'ROASTED SMALL NEW POTATOES', 'In a medium large pot add the potatoes and cover with water, bring to a boil and lett boil for 8- 10 minutes. Drain and dry with a paper towel.', 'In a medium bowl toss the potatoes with olive oil, garlic, rosemary. oregano and salt.']",55,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2018/12/baked-trout-sm-1-of-1.jpg
Soft Ricotta Gnocchi,,"['Place the ricotta in a sieve and let drain for approximately 15 minutes.', 'In a large bowl whisk until creamy and thick the ricotta, egg, parmesan, salt and pepper.', 'Then add the flour and mix until almost combined, then move to a flat surface and form into a compact soft dough, remove pieces and form into a rope and cut into 3/4 inch (2 cm) pieces, roll the pieces off a fork to make ridges or leave plain.', 'In a large pot of boiling salted water cook the gnocchi for approximately 1-2 minutes or until they float to the top. Remove with a slotted spoon and add to the sauce and toss and serve, sprinkle with parmesan cheese before serving. Enjoy!', 'SAUCE', 'In a large pan add the butter and sage leaves, cook on medium heat until butter has melted, cook for about 2 minutes. Add the gnocchi and toss and serve.']",22,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2019/08/ricotta-gnocchi-sm-1-of-1.jpg
Creamy Italian Pasta Salad,,"['CREAMY ITALIAN DRESSING', 'Mix all ingredients in a glass jar and shake well to combine or mix in a blender. Refrigerate for approximately 30 minutes to combine the flavours.', 'Cook pasta in boiling salted water until al dente. Drain and rinse with cold water.', 'PUTTING IT TOGETHER', 'In a large bowl add, cooked pasta, cut vegetables, tomatoes, mozzarella add creamy dressing and combine well. Top with fresh basil and serve. Can also be made in advance and refrigerated until serving. Enjoy!', '** grill strips of zucchini on a grill or bbq.']",30,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2018/04/creamy-p-salad-sm-1-of-1.jpg
Creamy Italian Zucchini Risotto,,"['In a medium size pan add olive oil, zucchine, onion, garlic, oregano, parsley, salt and 1/4 cup water, cook uncovered over medium low heat, stirring occasionally until the zucchini are tender (and a little golden) and water has evaporated, (approximately 15-20 minutes, after about 15 minutes if there is still a lot of water remaining turn heat up a little), when done, remove from heat and with a fork coarsely mash the zucchini mixture.', 'In a large pot add the broth and heat until hot.', 'Meanwhile, in a large pan on medium low heat melt the butter, add the rice and stir to combine, cook on medium heat for 30-45 seconds, then add continuously one cup at a time** the broth as it evaporates and the rice cooks, (this can take up to 30 minutes) stirring often.', 'When rice is cooked make sure that it remains slightly moist and creamy, lower heat to very low, gently fold in the zucchini mixture (taste for salt, add if necessary). Remove from heat, gently fold in a tablespoon of butter and parmesan cheese until combined, add the cream, mix gently together, serve immediately with extra freshly grated parmesan cheese and fresh parsley if desired. Enjoy!', ""**add the liquid a cup at a time (because you may not need all the liquid listed if your rice cooks quicker) and there should be a little liquid remaining in the rice when you add more liquid because you don't want the rice to stick to the pan.""]",65,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2021/07/zucchini-risotto-sm-1-of-1.jpg
Simple Italian Meatballs,,"['In a large bowl mix together the ground beef, egg, bread crumbs, parmesan cheese, minced garlic, chopped parsley, salt and pepper. Slowly add the milk until you have a soft compact mixture. Form the mixture into small balls.', ""In a large pan add the olive oil and the meatballs, brown on all sides turning often. Cook for approximately 5-6 minutes. Add the broth, cover and cook on medium/low heat for approximately 10-12 minutes or until cooked through. Stir occasionally to make sure the meatballs don't burn. Remove the lid and cook 2-3 minutes on high to thicken slightly. Serve immediately. Enjoy!""]",35,36 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2022/01/meatballs-sm2-1-of-1-1.jpg
Pumpkin Fritters,,"['Grate the raw pumpkin and pat dry, place it in a medium bowl, add the chopped onion, egg, parmesan cheese, flour, salt, pepper and parsley. Mix well, form in to patties or drop by spoonfuls and lightly flatten with the back of the spoon. (I made 6).', 'In a medium frying pan add the olive oil and fry the patties or spoonfuls 3 at a time, until browned on both sides. Move to a paper towel lined plate and serve immediately. Enjoy!']",30,6 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2021/10/pumpkin-fritters-sm.jpg
Sicilian Pasta Recipe,,"['Peel and cut the eggplant into medium cubes, place them in a medium/large bowl toss with 1/4 teaspoon of salt, leave for about 20-30 minutes, drain any excess liquid but do not rinse before adding to the pan.', 'Start to boil the water while the eggplant is cooking, add the pasta, cook until a little more than al dente.', 'In a large pan add 2 tablespoons of olive oil, the cubed eggplant and ¼ cup of pasta water cook until golden and tender. Move with a slotted spoon to a clean bowl. Set aside.', 'Pre-heat oven to 400F (200C).', 'In the same pan add another 1 tablespoon of olive oil, garlic, tomatoes (mashed into small pieces or you can you tomato passata) oregano, basil, hot pepper flakes, a pinch of salt, 1/4 cup water and the cooked eggplant. Cook for about 3-5 minutes. Add ⅓ cup of pasta water, the pasta, mozzarella and half the parmesan cheese.', 'Gently fold together, then place in a medium baking dish 10x7 inches (27x18 cm), sprinkle the top with the remaining parmesan cheese. Bake for 10-15 minutes. Let sit 5 minutes then serve. Enjoy!']",45,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2021/08/sicilian-pasta-sm.jpg
Mediterranean Chickpea Salad,,"['In a medium bowl whisk together the lemon juice, oil, parsley, pepper and salt, add the chickpeas, fennel, and onion stir gently to combine well. Cover with plastic wrap and refrigerate for 2 hours or up to 24 hours before serving. Enjoy!']",135,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2021/07/chickpea-salad-1-of-1.jpg
Italian Savory Rustic Pie,,"['Pre-heat oven to 350° (180° celsius). Lightly grease a 7 or 8 inch (18 - 20 centimeter) pie/cake pan.', '** If you want to make your own dough you can use this recipe, the pinch of sugar may be eliminated. Easy Homemade Pie Dough or Savory Pie Dough', 'WHITE SAUCE', 'In a small pot add the butter and heat on medium until melted, add the flour and salt, whisk to combine, add the milk and continue whisking until very thick. Remove from heat, let cool while preparing the rest of the pie.', 'Roll out the pie crust and fit to the pie/cake pan, with the leftover dough use cookie cutters to cut out desired shapes, strips or use an extra pie crust to cover the top completely.', 'Cover the bottom and sides of the bottom pie crust with Prosciutto di Parma, top with half the shredded cheese and half the white sauce (using a small spoon drop thick sauce on the cheese), repeat for another layer.', 'Cover with cut outs, strips or extra pie crust. Brush top with a little milk. Bake for approximately 30 minutes, let sit for 5 minutes, cut and serve. Enjoy!', 'TO MAKE THE GALETTE', 'Un-roll the round pie crust (or roll into a circle if using homemade) spread an inside circle (leave approximately one inch edge to cover the filling) with half the white sauce, top with the sliced prosciutto and top with the shredded cheese, then drop spoonfuls of white sauce. Fold the edges over the filling. Bake for approximately 30-45 minutes or until golden. Let sit for 5 minutes before serving. Enjoy!']",45,8 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2018/04/savory-pie-blog.jpg
Stuffed Zucchini with Meat / Italian Style,,"['If the zucchini is long, cut it in half, then hollow it out, rinse and set aside.', 'In a small bowl soak the bread for about 30 seconds in either water or milk. Remove the crust and squeeze out the excess moisture, crumble and place in a medium bowl, add the ground beef, egg, parmesan cheese, spices and garlic, and mix well.', 'Stuff the meatball mixture into the zucchini. In a medium to large frying pan add 2 tablespoons of oil and place the stuffed zucchini in the pan, sprinkle with a pinch or 2 of salt and extra spices if desired, drizzle with approximately 1 tablespoon of olive oil. Add the water, cover the pan slightly. Cook on low/medium heat until the zucchini is tender and water has evaporated. Raise the heat, and uncover and cook till zucchini is slightly browned, turn and brown the other side. Serve immediately. Enjoy!']",65,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2016/07/stuffed-zucchini-blog-1-of-1.jpg
Pumpkin & Cheese Stuffed Meatloaf,,"['Pre-heat oven to 350F (180C). Lightly grease a large baking dish or loaf pan.', 'Puree can either be made by boiling or roasting. Mash with a fork rather than puree in a blender.', 'In a medium bowl mix together ground beef, ground pork, crumbled bread, egg, parmesan cheese, minced garlic, parsley, salt and pepper.', 'Place half the meat mixture in the baking pan, top with half the sliced cheese, top with cooked pumpkin / squash, top with remaining cheese and remaining meat mixture.', 'FRESH VEGGIES FOR ROASTING', 'In a large bowl toss together the potatoes, carrots (or other veggies of choice), olive oil, rosemary, oregano, salt and pepper. Place the veggies around the meatloaf and bake for approximately 40-45 minutes or until meat is cooked. (Temperature 160F / 70C). Let sit 8-10 minutes before slicing and serving. If veggies are yet done, then raise the temperature and cook while meatloaf is resting. Enjoy!']",65,8 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2019/09/stuffed-meatloaf-blog-1-of-1.jpg
Mozzarella & Parmesan Baked Tomatoes,,"['Pre-heat oven to 400F (200 C). Lightly grease a cookie sheet with olive oil.', 'Grill the tomato slices on either a pan grill or bbq. Then place on prepared cookie sheet.', 'Sprinkle the slices with salt and oregano, top each slice with shredded mozzarella, and parmesan cheese. Bake for approximately 8-10 minutes or until cheese has melted and top is slightly golden. Top with fresh basil and serve. Enjoy!']",20,3 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2019/06/baked-tomatoes-blog1-of-1.jpg
Oyakodon,,"['Whisk 2 tsp. instant dashi powder into 1½ cups hot water in a large skillet to dissolve. Add 1 large onion, thinly sliced, ¼ cup plus 1 Tbsp. soy sauce, ¼ cup sake, and 1 Tbsp. sugar and set over medium-high heat. Bring to a simmer, swirling pan occasionally, and cook until sugar is dissolved, onion is slightly softened, and liquid is slightly reduced, 6–8 minutes.', 'Add 1¼ lb. boneless, skinless chicken thighs, cut into bite-size pieces, and white and pale green parts from 3 scallions, thinly sliced, to pan; cook, stirring occasionally, until chicken is no longer pink on the outside, 2–3 minutes (it won’t be cooked through).', 'Reduce heat to medium; evenly drizzle in half of 5 large eggs, beaten to blend. Cover and simmer until eggs are nearly set, about 2 minutes. Evenly drizzle in remaining beaten eggs, re-cover, and simmer until half of eggs are completely set and other half are still a little loose, about 2 minutes.', 'Divide steamed rice among bowls; spoon oyakodon, including big ladlefuls of broth, over. Garnish with dark green scallion parts.']",,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/67be6e14459ae136c052fc6a/16:9/w_3725,h_2095,c_limit/oyakodon_RECIPE_V1_021325_1169_VOG_final.jpg"
5-Ingredient Salmon Teriyaki Bowls,,"['Preheat the oven to 450 degrees F (235 degrees C). Line a rimmed baking sheet with foil and lightly grease the pan.', 'Season salmon with salt and pepper and spread 1 tablespoon teriyaki sauce over each fillet. Set salmon on the prepared baking sheet.', 'Bake in the preheated oven until salmon flakes easily with a fork, 10 to 12 minutes, or to your preferred doneness.', 'Meanwhile prepare rice and edamame according to package directions; keep warm.', 'Divide rice among bowls and top with edamame. Flake 1 piece of salmon on top and add avocado.', 'Drizzle 1 to 2 tablespoons of remaining teriyaki sauce over each bowl and drizzle with hot sauce.']",30,4 servings,www.allrecipes.com,https://www.allrecipes.com/thmb/LBTLMA_FzKhqPEnu3rI_z2Ruwsw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/11871553_5-Ingrediuent-Salmon-Teriyaki-Bowls_Peyton-Beckwith_4x3-6eebd27af072474f9b2c2f49d6edf32c.jpg
3-Ingredient Chicken and Waffle Bites,,"['Prepare chicken tenders according to package directions.', 'Prepare pancake mix according to instructions. Pour mixture into a bowl.', 'Meanwhile, heat up a waffle iron. Spray waffle iron with nonstick spray. Take 1 to 4 chicken tenders at a time, depending on the size of your waffle iron, and dip tenders halfway into pancake batter; place onto the waffle iron. Cook until golden brown.', 'Remove from the waffle iron to a plate; continue cooking remaining chicken.', 'Serve immediately with syrup for dipping.']",30,6 servings,www.allrecipes.com,https://www.allrecipes.com/thmb/f-0_CHMWJkWxhZ0rIHW8ZMZdgBw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/11752992-ChickenandWaffleBites-PeytonBeckwith-4x3-78c058c1e23f43e1a3502b3345094c6b.jpg
Scrambled Hot Dogs and Eggs,,"['Melt butter in a small nonstick skillet over medium heat. Add hot dogs and cook until browned on all sides, about 2 minutes. Turn heat to down to medium-low.', 'Whisk eggs with salt and pepper until well blended and pour over hot dogs. Cook, stirring constantly until eggs are set. Serve immediately.']",10,1 serving,www.allrecipes.com,https://www.allrecipes.com/thmb/4Hq_db1H6XW-3G9-zR5peTtetSQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/11754244-ScrambledHotDogsandEggs-PeytonBeckwith-4x3-ce5534d8de6c4a8c86d656c0b75d1f17.jpg
4-Ingredient Pesto Tortellini Bake,,"['Gather all ingredients. Preheat the oven to 350 degrees F (180 degrees C).', 'Fill a large pot with lightly salted water and bring to a rolling boil; stir in tortellini and return to a boil. Cook uncovered, stirring occasionally, until tortellini float to the top and the filling is hot, about 3 minutes. Drain.', 'Stir tortellini, prosciutto, pesto, and 1/2 cup mozzarella together in a large bowl.', 'Pour into a baking dish. Sprinkle remaining mozzarella over the top.', 'Bake in the preheated oven until cheese is melted and golden, about 10 minutes. Serve warm.']",30,4 servings,www.allrecipes.com,https://www.allrecipes.com/thmb/ffyv4fqs4zgRupnBDDBNfNRbqmQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/11748620-4-ingredient-pesto-tortellini-bake-recipe-VAT-003-4x3-6c3ccbbd4e154d1692f5f54a6184e3d7.jpg
Good New Orleans Creole Gumbo,,"['Gather all ingredients.', 'Make the roux: Whisk together flour and 3/4 cup bacon drippings in a large, heavy saucepan over medium-low heat until smooth. Cook roux, whisking constantly, until it turns a rich mahogany brown color. This can take 20 to 30 minutes; watch heat carefully and whisk constantly or roux will burn. Remove from heat; continue whisking until mixture stops cooking.', 'Make the gumbo: Place celery, onion, green bell pepper, and garlic into the work bowl of a food processor, and pulse until all vegetables are very finely chopped.', 'Stir vegetables into roux, and mix in sliced sausage. Cook over medium-low heat, stirring constantly, until vegetables are tender, 10 to 15 minutes. Remove from heat and set aside.', 'Combine water and beef bouillon cubes in a large Dutch oven or soup pot and bring to a boil over medium-high heat. Stir until bouillon cubes dissolve, then whisk roux mixture into the boiling water.', 'Reduce heat to a simmer and mix in sugar, salt, hot pepper sauce, Cajun seasoning, bay leaves, thyme, stewed tomatoes, and tomato sauce. Simmer soup over low heat for 1 hour; mix in 2 teaspoons of file gumbo powder at the 45-minute mark.', 'Meanwhile, melt 2 tablespoons bacon drippings in a skillet over medium heat. Add okra and vinegar and cook for 15 minutes; remove okra with a slotted spoon, and stir into the simmering gumbo.', 'Mix in crabmeat, shrimp, and Worcestershire sauce, and simmer until flavors have blended, 45 more minutes. Stir in 2 more teaspoons of file gumbo powder just before serving.', 'Serve hot and enjoy!']",220,20 servings,www.allrecipes.com,https://www.allrecipes.com/thmb/-jE331FUSPZgODiWXEupFiDW3T4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/216888-good-new-orleans-creole-gumbo-DDMFS-4x3-573c0eb9f4584d92a0bd2b4e4065022a.jpg
Chef John's Shrimp Étouffée,,"['For the spice blend: Whisk paprika, thyme, oregano, cayenne, garlic powder, onion powder, white pepper, and black pepper together in a small bowl.', 'For the étouffée: Drain shrimp in a colander for at least 15 minutes. Transfer to a bowl lined with paper towels and dry shrimp for about 3 minutes. Remove paper towels from the bowl. Season shrimp with salt and 1 teaspoon spice blend; toss to coat.', 'Heat oil in a large heavy skillet over high heat until oil is smoking. Cook shrimp in hot oil without stirring for 1 minute; stir, and cook 1 minute more.', 'Transfer shrimp to a large bowl. Let stand until juice collects in the bowl. Strain shrimp juices into chicken stock to total 2 cups, adding more chicken stock if necessary. Set aside.', 'Melt butter in the same skillet over medium heat until butter begins to turn tan at the edges. Sauté onion, bell pepper, and celery in hot butter until softened, about 5 minutes. Stir in remaining spice blend.', 'Sprinkle flour into vegetable mixture and sauté until combined, 3 to 4 minutes. Stir in tomatoes; cook until tomato juices begin to brown on the bottom of the pan, about 3 minutes. Whisk in chicken stock mixture, stirring until smooth. Bring to a simmer and cook until slightly thickened and reduced to a gravy consistency, 3 to 5 minutes. Stir in Worcestershire and hot sauce. Season with salt to taste.', 'Stir shrimp into étouffée sauce; let simmer until shrimp are cooked all the way through and no longer translucent, about 1 minute.', 'Garnish with green onions and a dusting of cayenne pepper. Pour over rice in large, shallow bowls.']",75,4 servings,www.allrecipes.com,https://www.allrecipes.com/thmb/gh2cR8583fpNu8JfqGgMspTC3jk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/236320-chef-johns-shrimp-etouffee-DDMFS-4x3-fd65675766604469be4c51abdc9902a0.jpg
Cheesy Buldak Ramen Casserole,,"['Preheat the oven to 375 degrees F (190 degrees C).', 'Combine uncooked ramen, 3 seasoning packets, and 3 cups water in an 8x10-inch casserole dish. Sprinkle evenly with half the mozzarella cheese; top with American cheese slices. Cover with foil.', 'Bake in the preheated oven for 20 minutes.', 'Remove from the oven. Using tongs, gently toss ramen until liquid and cheese are combined.', 'Add remaining mozzarella on top; place back into the oven and bake until cheese is melted, about 5 minutes more.', 'Garnish with green onions, chili crisp, furikake and soft boiled eggs if desired. Serve immediately.']",30,4 servings,www.allrecipes.com,https://www.allrecipes.com/thmb/IjiyFvaahf1LLp-kuWWOmU4wd3Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/11774054-Cheesy-Buldak-Ramen-Casserole-Peyton-Beckwith-Beauty-4x3-632be4866a014b9b93c9c7b2d16d6550.jpg
Cheesy Lasagna Sheet Pasta,,"['Bring a large pot of lightly salted water to a boil. Cook lasanga noodles in the boiling water, stirring occasionally, until tender yet firm to the bite, 10 to 12 minutes.', 'Strain noodles and return to the pot. Add tomato sauce and cook on medium heat until sauce is heated through, about 5 minutes.', 'Add cheese and stir until cheese is melted. Serve immediately.']",20,6 servings,www.allrecipes.com,https://www.allrecipes.com/thmb/rWbUNre8wYaCOcJ86FsBHdAtuL4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/11703403-Cheesy-Lasagna-Sheets-Peyton-Beckwith-Beauty-4x3-431bc497a98d452680491653123ee261.jpg
Fresh Tomato Soup,,"['Gather the ingredients.', 'Combine tomatoes, chicken broth, garlic cloves, and a large slice of onion in a stockpot over medium heat. Bring to a boil, and gently simmer for about 15 to 20 minutes to blend flavors.', 'Remove from heat and run the mixture through a food mill into a large bowl, or pan. Discard any stuff left over in the food mill.', 'Melt butter over medium heat in the now empty stockpot. Stir in flour to make a roux by cooking, whisking constantly, until mixture turns medium brown.', 'Gradually whisk in a bit of the tomato mixture to prevent lumps from forming, then stir in the rest.', 'Season with sugar and salt to taste.', 'Serve hot and enjoy!']",30,6 servings,www.allrecipes.com,https://www.allrecipes.com/thmb/1TSSrSTHo-oAxzedT9_K7Jyjcj8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/39544-Garden-Fresh-Tomato-Soup-DDMFS-4x3-b8e94cf7ab8e42f4b79042fc0df55546.jpg
Tim Perry's Soup (Creamy Curry Cauliflower and Broccoli Soup),,"['In a stockpot, combine chicken broth, onion, cauliflower, and broccoli. Bring to a boil and reduce heat to low. Continue to simmer until vegetables are tender. Season with curry powder, chicken bouillon, salt, and pepper.', 'In a bowl, combine flour and 1/2 cup of the milk. Whisk briskly until there are no lumps. Add mixture to soup, stirring continuously as soup thickens. Stir in Cheddar cheese until completely melted.']",60,4 servings,www.allrecipes.com,https://www.allrecipes.com/thmb/HadNJFoJQAWMQUkUgviZPcmr6x8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/372865-tim-perrys-soup-creamy-curry-cauliflower-and-broccoli-soup-SunnyByrd-4x3-1-bf9b05ed1bf040fbb969afa35377d1b6.jpg
Crab Salad,,"['Gather all ingredients.', 'Gently mix crabmeat, celery, ranch, mayonnaise, sugar, and parsley in a salad bowl until thoroughly combined.', 'Refrigerate, stirring occasionally, for 8 hours to overnight.', 'Stir again just before serving. Enjoy!']",495,4 servings,www.allrecipes.com,https://www.allrecipes.com/thmb/Bzfh0fwcsHWyB4AQjLK7M5DzG7M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-232287-Mels-Crab-Salad-ddmfs-beauty-4x3-509140e1bd0d449690bec3280424db34.jpg
Greek Salad,,"['Combine romaine, cucumber, tomatoes, olives, bell peppers, and red onion in a large bowl; sprinkle with feta cheese.', 'Whisk olive oil, lemon juice, oregano, and black pepper together in a small bowl. Pour dressing over salad, toss well to combine, and serve.', 'Pour dressing over salad, toss well to combine, and serve.']",20,6 servings,www.allrecipes.com,https://www.allrecipes.com/thmb/SkWzUVjyC9DRoefa4t7tjkPS0no=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/14373-GreekSaladi-mfs-4X3-0354-e8388819cafa4bae843ea433258aa03d.jpg
Quick Dinner Idea: 5-Minute Tacos,,"['In a medium bowl, whisk together the 4 eggs. Add the chili powder, garlic powder, cumin, and kosher salt, and whisk until combined.', 'In a skillet, heat the olive oil. Add the eggs and cook over medium low heat, scraping as the eggs solidify, about 3 to 4 minutes total. As you scrape, they’ll start to form together into a meat-like texture. Don’t scrape too much or you’ll make too small of pieces: just enough for that it comes together!', 'If time, warm and char the tortillas by placing them on an open gas flame on medium for a few seconds per side, flipping with tongs, until they are slightly blackened and warm. (See How to Warm Tortillas.)', 'Top with salsa fresca (drain extra liquid before serving), thin sliced red onions, torn cilantro leaves, and hot sauce.']",5,2 servings,www.acouplecooks.com,https://www.acouplecooks.com/wp-content/uploads/2019/08/Egg-Tacos-010.jpg
Quick Hummus Bowls,,"['Place greens and rice in the bowl, if using (try packaged pre-cooked rice for a quick shortcut). If using rice, season it with salt and a drizzle of olive oil.', 'Top with hummus, sliced cucumber, sliced red onions, sliced tomatoes, olives and feta cheese. Eat with pita wedges, using the hummus as a dip / dressing for the veggies.']",5,1 serving,www.acouplecooks.com,https://www.acouplecooks.com/wp-content/uploads/2022/01/Hummus-Bowl-015.jpg
Easy Cajun Shrimp,,"['Pat the shrimp dry. In a medium bowl, mix the shrimp with ½ teaspoon kosher salt, the Cajun seasoning, garlic powder and onion powder.', 'In your largest skillet* (cast iron or stainless preferred), heat the olive oil on medium high heat. Add the shrimp and cook for 1 to 2 minutes per side until just opaque and cooked through, turning them with tongs. Once cooked through, serve immediately.']",5,4 servings,www.acouplecooks.com,https://www.acouplecooks.com/wp-content/uploads/2021/08/Cajun-Shrimp.jpg
Easy Quesadilla Recipe,,"['Place half the shredded cheese, pico de gallo, and 1 pinch salt in half of a tortilla, along with any other filling items (be careful not to overstuff). Fold it over to make a half circle. Repeat with the other tortilla.', 'Heat a stainless steel or cast iron skillet over medium high heat. Add a drizzle of olive oil to lightly coat the pan. Cook for 1 to 2 minutes per side until browned and crisp, pressing gently with a spatula while cooking.', 'Slice into 4 or 6 wedges and serve immediately with dipping sauces.']",7,1 serving,www.acouplecooks.com,https://www.acouplecooks.com/wp-content/uploads/2022/11/Quesadilla-015.jpg
Easy Moroccan Chickpea Stew,,"['Make the quinoa using the stovetop method or Instant Pot method. When it’s done, sprinkle with a little kosher salt to taste.', 'Dice the onion and mince the garlic. Chop the sweet potatoes into bite-sized pieces.', 'In a large pot, heat the olive oil. Sauté the onion for about 5 minutes. Add the minced garlic and sauté about 1 minute.', 'Stir in the paprika, cumin, coriander, turmeric, ginger, cinnamon, kosher salt, black pepper, and cayenne pepper. Stir about 30 seconds, then add diced tomatoes and broth.', 'Bring to a boil, then add sweet potatoes and drained and rinsed chickpeas. Simmer 25 to 30 minutes until the potatoes are tender. Stir in the spinach in the last 2 minutes.', 'Serve over the quinoa, garnished with chopped cilantro, fresh squeezed lemon juice, and a dollop of Greek yogurt.']",45,4 servings,www.acouplecooks.com,https://www.acouplecooks.com/wp-content/uploads/2017/01/076-Moroccan-Sweet-Potato-Stew-with-Quinoa.jpg
